id,text_for_llm
1297,"Employee 1297 is a Male working as a Working professional in the IT sector. Based in a City area, they have a Professional Certification degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
1298,"Employee 1298 is a Female working as a Experienced in the Finance sector. Based in a City area, they have a PhD degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Small Business / Local Firm."
1299,"Employee 1299 is a Female working as a Working professional in the IT sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1300,"Employee 1300 is a Female working as a Fresher in the CA sector. Based in a Metro area, they have a High School degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
1301,"Employee 1301 is a Male working as a Fresher in the Finance sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Consultancy Firm."
1302,"Employee 1302 is a Male working as a Intermediate in the Digital marketing sector. Based in a Metro area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
1303,"Employee 1303 is a Male working as a Experienced in the Finance sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Government Organization."
1304,"Employee 1304 is a Female working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a High School degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Non-Profit / NGO."
1305,"Employee 1305 is a Female working as a Fresher in the IT sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
1306,"Employee 1306 is a Male working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Non-Profit / NGO."
1307,"Employee 1307 is a Female working as a Intermediate in the Digital marketing sector. Based in a Metro area, they have a Diploma degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Government Organization."
1308,"Employee 1308 is a Female working as a Experienced in the IT sector. Based in a City area, they have a High School degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Non-Profit / NGO."
1309,"Employee 1309 is a Male working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a Diploma degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Consultancy Firm."
1310,"Employee 1310 is a Male working as a Working professional in the IT sector. Based in a Rural area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Large Enterprise."
1311,"Employee 1311 is a Male working as a Experienced in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Consultancy Firm."
1312,"Employee 1312 is a Male working as a Working professional in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
1313,"Employee 1313 is a Female working as a Experienced in the CA sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1314,"Employee 1314 is a Male working as a Intermediate in the Finance sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
1315,"Employee 1315 is a Female working as a Fresher in the Finance sector. Based in a Rural area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Mid-sized Company."
1316,"Employee 1316 is a Male working as a Fresher in the Digital marketing sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
1317,"Employee 1317 is a Male working as a Working professional in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Product-based Company."
1318,"Employee 1318 is a Male working as a Intermediate in the IT sector. Based in a City area, they have a Master's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
1319,"Employee 1319 is a Male working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Contract / Temporary Employment."
